s,C,C,%,%,%,m,C,C,%,%,%,m,C,C,%,%,%,m,C,C,%,%,%,m,C,C,%,%,%,m,C,C,%,%,%,m
Time,"Salon_T_upper","Salon_T_lower","Salon_O2_pct","Salon_CO_pct","Salon_CO2_pct","Salon_visibility_m","Pasillo_T_upper","Pasillo_T_lower","Pasillo_O2_pct","Pasillo_CO_pct","Pasillo_CO2_pct","Pasillo_visibility_m","Dormitorio1_T_upper","Dormitorio1_T_lower","Dormitorio1_O2_pct","Dormitorio1_CO_pct","Dormitorio1_CO2_pct","Dormitorio1_visibility_m","Dormitorio2_T_upper","Dormitorio2_T_lower","Dormitorio2_O2_pct","Dormitorio2_CO_pct","Dormitorio2_CO2_pct","Dormitorio2_visibility_m","Cocina_T_upper","Cocina_T_lower","Cocina_O2_pct","Cocina_CO_pct","Cocina_CO2_pct","Cocina_visibility_m","Bano_T_upper","Bano_T_lower","Bano_O2_pct","Bano_CO_pct","Bano_CO2_pct","Bano_visibility_m"
 6.5041360E+001, 8.9210172E+001, 6.1216115E+001, 1.9505307E+001, 7.6162080E-003, 6.8544907E-001, 1.0745119E+000, 5.1309026E+001, 2.6005920E+001, 2.0231357E+001, 3.1944458E-003, 3.0993009E-001, 2.3303833E+000, 2.6627939E+001, 2.5497605E+001, 2.0755718E+001, 9.9875377E-007, 3.8726002E-002, 3.0000000E+001, 2.8019443E+001, 2.5266594E+001, 2.0755197E+001, 4.1737944E-006, 3.8995643E-002, 3.0000000E+001, 2.8156443E+001, 2.5594127E+001, 2.0754887E+001, 6.0581527E-006, 3.9155673E-002, 3.0000000E+001, 3.1043194E+001, 2.5153109E+001, 2.0741119E+001, 8.9908147E-005, 4.6276649E-002, 3.0000000E+001
 6.6039859E+001, 9.4876540E+001, 6.2805066E+001, 1.9351483E+001, 8.5530208E-003, 7.6500807E-001, 9.6601522E-001, 5.1203994E+001, 2.6148448E+001, 2.0257544E+001, 3.0349602E-003, 2.9638575E-001, 2.4416909E+000, 2.7025138E+001, 2.5610614E+001, 2.0755661E+001, 1.3494876E-006, 3.8755788E-002, 3.0000000E+001, 2.7927158E+001, 2.5349668E+001, 2.0754956E+001, 5.6430448E-006, 3.9120419E-002, 3.0000000E+001, 2.8326402E+001, 2.5776498E+001, 2.0754572E+001, 7.9767868E-006, 3.9318613E-002, 3.0000000E+001, 2.9284355E+001, 2.5237168E+001, 2.0731648E+001, 1.4759125E-004, 5.1175397E-002, 3.0000000E+001
 6.7001634E+001, 9.2698552E+001, 6.5216217E+001, 1.9283411E+001, 8.9675932E-003, 8.0021571E-001, 9.2323744E-001, 5.3573874E+001, 2.6268360E+001, 2.0228907E+001, 3.2093653E-003, 3.1119713E-001, 2.3117866E+000, 2.7568798E+001, 2.5674981E+001, 2.0755524E+001, 2.1833168E-006, 3.8826601E-002, 3.0000000E+001, 2.8198032E+001, 2.5439876E+001, 2.0754846E+001, 6.3137583E-006, 3.9177380E-002, 3.0000000E+001, 2.8390728E+001, 2.5938587E+001, 2.0754397E+001, 9.0447711E-006, 3.9409312E-002, 3.0000000E+001, 2.9549558E+001, 2.5360857E+001, 2.0724644E+001, 1.9024382E-004, 5.4797675E-002, 3.0000000E+001
 6.8016183E+001, 9.1291687E+001, 6.4825131E+001, 1.9349228E+001, 8.5667547E-003, 7.6617443E-001, 9.5661790E-001, 5.3601715E+001, 2.6371434E+001, 2.0197556E+001, 3.4002973E-003, 3.2741207E-001, 2.1825542E+000, 2.8038966E+001, 2.5758670E+001, 2.0755198E+001, 4.1649741E-006, 3.8994894E-002, 3.0000000E+001, 2.8130318E+001, 2.5562752E+001, 2.0754754E+001, 6.8735211E-006, 3.9224918E-002, 3.0000000E+001, 2.8004861E+001, 2.6095824E+001, 2.0754187E+001, 1.0323699E-005, 3.9517925E-002, 3.0000000E+001, 2.9811319E+001, 2.5505441E+001, 2.0719715E+001, 2.2026527E-004, 5.7347252E-002, 2.9995483E+001
 6.9010552E+001, 9.9192978E+001, 6.0471950E+001, 1.9270159E+001, 9.0482969E-003, 8.0706949E-001, 9.1234074E-001, 5.6059171E+001, 2.6551837E+001, 2.0147286E+001, 3.7064520E-003, 3.5341231E-001, 2.0077752E+000, 2.8218682E+001, 2.5895557E+001, 2.0753907E+001, 1.2027724E-005, 3.9662640E-002, 3.0000000E+001, 2.8097062E+001, 2.5708047E+001, 2.0754599E+001, 7.8122858E-006, 3.9304643E-002, 3.0000000E+001, 2.7660826E+001, 2.6242403E+001, 2.0753503E+001, 1.4488704E-005, 3.9871639E-002, 3.0000000E+001, 3.0743801E+001, 2.5662702E+001, 2.0715023E+001, 2.4884018E-004, 5.9773981E-002, 2.8212056E+001
 7.0027680E+001, 9.4225509E+001, 6.5594522E+001, 1.9253035E+001, 9.1525844E-003, 8.1592612E-001, 9.0046868E-001, 5.9080415E+001, 2.6981710E+001, 2.0079375E+001, 4.1200413E-003, 3.8853646E-001, 1.8118242E+000, 2.8641055E+001, 2.6076401E+001, 2.0750913E+001, 3.0263879E-005, 4.1211348E-002, 3.0000000E+001, 2.8434599E+001, 2.5864766E+001, 2.0754044E+001, 1.1192291E-005, 3.9591690E-002, 3.0000000E+001, 2.7881086E+001, 2.6379131E+001, 2.0752446E+001, 2.0925172E-005, 4.0418257E-002, 3.0000000E+001, 3.1492868E+001, 2.5832345E+001, 2.0710673E+001, 2.7533010E-004, 6.2023643E-002, 2.5472358E+001
 7.1000067E+001, 9.6784887E+001, 6.8785525E+001, 1.9283645E+001, 8.9661651E-003, 8.0009443E-001, 9.0930555E-001, 6.4364666E+001, 2.7670014E+001, 1.9911786E+001, 5.1406868E-003, 4.7521497E-001, 1.4792936E+000, 2.9769123E+001, 2.6335876E+001, 2.0747458E+001, 5.1303710E-005, 4.2998160E-002, 3.0000000E+001, 2.9386718E+001, 2.6034071E+001, 2.0750733E+001, 3.1362186E-005, 4.1304622E-002, 3.0000000E+001, 2.9544253E+001, 2.6503889E+001, 2.0751396E+001, 2.7320420E-005, 4.0961375E-002, 3.0000000E+001, 3.0562091E+001, 2.6016126E+001, 2.0704207E+001, 3.1471179E-004, 6.5368140E-002, 2.2259734E+001
 7.2023708E+001, 1.0255554E+002, 6.8660361E+001, 1.9232619E+001, 9.2769249E-003, 8.2648577E-001, 8.7973820E-001, 6.4797717E+001, 2.7982468E+001, 1.9802095E+001, 5.8087224E-003, 5.3194802E-001, 1.3121989E+000, 3.0291274E+001, 2.6653620E+001, 2.0741638E+001, 8.6751405E-005, 4.6008562E-002, 3.0000000E+001, 3.0533264E+001, 2.6219890E+001, 2.0740944E+001, 9.0978914E-005, 4.6367584E-002, 3.0000000E+001, 3.0278654E+001, 2.6595094E+001, 2.0750787E+001, 3.1030212E-005, 4.1276429E-002, 3.0000000E+001, 3.0690385E+001, 2.6216793E+001, 2.0697866E+001, 3.5332580E-004, 6.8647442E-002, 1.9781243E+001
 7.3017093E+001, 9.8069412E+001, 6.8943093E+001, 1.9124619E+001, 9.9346628E-003, 8.8234428E-001, 8.2977994E-001, 6.7214141E+001, 2.8059108E+001, 1.9846957E+001, 5.5355027E-003, 5.0874479E-001, 1.3681020E+000, 3.0751977E+001, 2.7013507E+001, 2.0721677E+001, 2.0831462E-004, 5.6332341E-002, 2.8945551E+001, 3.1263326E+001, 2.6427080E+001, 2.0720490E+001, 2.1554308E-004, 5.6946219E-002, 2.8582114E+001, 2.9747618E+001, 2.6703773E+001, 2.0750641E+001, 3.1917540E-005, 4.1351786E-002, 3.0000000E+001, 3.1247638E+001, 2.6434789E+001, 2.0692130E+001, 3.8825910E-004, 7.1614159E-002, 1.7973006E+001
 7.4030785E+001, 1.1068916E+002, 7.1462230E+001, 1.9014086E+001, 1.0607824E-002, 9.3951259E-001, 7.8259250E-001, 6.8500150E+001, 2.8258301E+001, 1.9922156E+001, 5.0775288E-003, 4.6985127E-001, 1.4804660E+000, 3.2373505E+001, 2.7374313E+001, 2.0696936E+001, 3.5899019E-004, 6.9128492E-002, 1.9627590E+001, 3.2869302E+001, 2.6642983E+001, 2.0691063E+001, 3.9476017E-004, 7.2166264E-002, 1.7960631E+001, 2.9702745E+001, 2.6847578E+001, 2.0750395E+001, 3.3416727E-005, 4.1479105E-002, 3.0000000E+001, 3.1759196E+001, 2.6659642E+001, 2.0684630E+001, 4.3393516E-004, 7.5493207E-002, 1.6062853E+001
 7.5028094E+001, 1.1668703E+002, 7.7449162E+001, 1.8830676E+001, 1.1724823E-002, 1.0343740E+000, 7.2576182E-001, 7.0822704E+001, 2.8555782E+001, 1.9949840E+001, 4.9089311E-003, 4.5553308E-001, 1.5235814E+000, 3.3607549E+001, 2.7708559E+001, 2.0672717E+001, 5.0648829E-004, 8.1654795E-002, 1.3845471E+001, 3.3532468E+001, 2.6876064E+001, 2.0663811E+001, 5.6072792E-004, 8.6261106E-002, 1.2478578E+001, 3.0335228E+001, 2.7021841E+001, 2.0749202E+001, 4.0684739E-005, 4.2096342E-002, 3.0000000E+001, 3.2920541E+001, 2.6906432E+001, 2.0673596E+001, 5.0113449E-004, 8.1200123E-002, 1.3899586E+001
 7.6001557E+001, 1.2363521E+002, 8.1140415E+001, 1.8504865E+001, 1.3709067E-002, 1.2028863E+000, 6.3683233E-001, 6.8491561E+001, 2.8679307E+001, 1.9982417E+001, 4.7105314E-003, 4.3868394E-001, 1.5807879E+000, 3.4160226E+001, 2.8005910E+001, 2.0647282E+001, 6.6139378E-004, 9.4810173E-002, 1.0536716E+001, 3.3444151E+001, 2.7108318E+001, 2.0645020E+001, 6.7517043E-004, 9.5980158E-002, 1.0318419E+001, 3.1306113E+001, 2.7209403E+001, 2.0746737E+001, 5.5696702E-005, 4.3371236E-002, 3.0000000E+001, 3.3906293E+001, 2.7157540E+001, 2.0661415E+001, 5.7532255E-004, 8.7500558E-002, 1.2084556E+001
 7.7003931E+001, 1.2916758E+002, 8.1681720E+001, 1.8310669E+001, 1.4891751E-002, 1.3033259E+000, 5.9561259E-001, 6.7387843E+001, 2.8821196E+001, 2.0018646E+001, 4.4898882E-003, 4.1994578E-001, 1.6462678E+000, 3.4662492E+001, 2.8349979E+001, 2.0635006E+001, 7.3615471E-004, 1.0115926E-001, 9.4287325E+000, 3.4070160E+001, 2.7352201E+001, 2.0635343E+001, 7.3410551E-004, 1.0098523E-001, 9.4647096E+000, 3.1816541E+001, 2.7420281E+001, 2.0741013E+001, 9.0558410E-005, 4.6331873E-002, 3.0000000E+001, 3.4255488E+001, 2.7444292E+001, 2.0648397E+001, 6.5460313E-004, 9.4233476E-002, 1.0610689E+001
 7.8026796E+001, 1.3547526E+002, 8.2039965E+001, 1.8326955E+001, 1.4792567E-002, 1.2949027E+000, 5.9694773E-001, 7.2849499E+001, 2.9410026E+001, 1.9949010E+001, 4.9139840E-003, 4.5596219E-001, 1.5112978E+000, 3.5872964E+001, 2.8729988E+001, 2.0630607E+001, 7.6294665E-004, 1.0343457E-001, 9.0787010E+000, 3.4883019E+001, 2.7601715E+001, 2.0629088E+001, 7.7219764E-004, 1.0422021E-001, 8.9847963E+000, 3.3816227E+001, 2.7653911E+001, 2.0729564E+001, 1.6028432E-004, 5.2253359E-002, 3.0000000E+001, 3.4566090E+001, 2.7771827E+001, 2.0627327E+001, 7.8292228E-004, 1.0513100E-001, 8.8858866E+000
 7.9005782E+001, 1.3508433E+002, 8.3969417E+001, 1.8193010E+001, 1.5608316E-002, 1.3641804E+000, 5.6887444E-001, 7.7133629E+001, 2.9952610E+001, 1.9728299E+001, 6.2581505E-003, 5.7011578E-001, 1.2245790E+000, 3.7815191E+001, 2.9060056E+001, 2.0627099E+001, 7.8431047E-004, 1.0524890E-001, 8.8122274E+000, 3.5306114E+001, 2.7867666E+001, 2.0615953E+001, 8.5219259E-004, 1.1101380E-001, 8.1406554E+000, 3.6140935E+001, 2.7908193E+001, 2.0711711E+001, 2.6900760E-004, 6.1486704E-002, 2.5681446E+001, 3.5235954E+001, 2.8070691E+001, 2.0600736E+001, 9.4486684E-004, 1.1888418E-001, 7.3435164E+000
 8.0015202E+001, 1.4348378E+002, 8.3470811E+001, 1.8222268E+001, 1.5430131E-002, 1.3490479E+000, 5.7390544E-001, 7.8363920E+001, 3.0081263E+001, 1.9496000E+001, 7.6728906E-003, 6.9026285E-001, 9.9914759E-001, 3.7943340E+001, 2.9330136E+001, 2.0623062E+001, 8.0889507E-004, 1.0733675E-001, 8.5264015E+000, 3.5917110E+001, 2.8165598E+001, 2.0591200E+001, 1.0029400E-003, 1.2381605E-001, 6.9241821E+000, 3.4816258E+001, 2.8156631E+001, 2.0693270E+001, 3.8131640E-004, 7.1024550E-002, 1.8057715E+001, 3.6619220E+001, 2.8336853E+001, 2.0581966E+001, 1.0591756E-003, 1.2859187E-001, 6.5410624E+000
 8.1026844E+001, 1.4006811E+002, 8.6253217E+001, 1.8075100E+001, 1.6326407E-002, 1.4251644E+000, 5.4655113E-001, 7.9244106E+001, 2.9685217E+001, 1.9595098E+001, 7.0693664E-003, 6.3900845E-001, 1.0721075E+000, 3.7409558E+001, 2.9570822E+001, 2.0607603E+001, 9.0304746E-004, 1.1533266E-001, 7.6446253E+000, 3.6887386E+001, 2.8515663E+001, 2.0564916E+001, 1.1630181E-003, 1.3741071E-001, 5.9624999E+000, 3.4237450E+001, 2.8389120E+001, 2.0678479E+001, 4.7139966E-004, 7.8674887E-002, 1.4588629E+001, 3.9094637E+001, 2.8602247E+001, 2.0565536E+001, 1.1592406E-003, 1.3708991E-001, 5.9639240E+000
 8.2036324E+001, 1.5217864E+002, 8.6934130E+001, 1.8225878E+001, 1.5408139E-002, 1.3471803E+000, 5.7393545E-001, 8.6228409E+001, 3.0464177E+001, 1.9509566E+001, 7.5902693E-003, 6.8324622E-001, 1.0038429E+000, 3.7933578E+001, 2.9798636E+001, 2.0575520E+001, 1.0984367E-003, 1.3192613E-001, 6.2972499E+000, 3.7927600E+001, 2.8894515E+001, 2.0543587E+001, 1.2929104E-003, 1.4844184E-001, 5.3553640E+000, 3.4781836E+001, 2.8610639E+001, 2.0656855E+001, 6.0309102E-004, 8.9858800E-002, 1.1421973E+001, 4.2361592E+001, 2.8909804E+001, 2.0558747E+001, 1.2005832E-003, 1.4060093E-001, 5.7437168E+000
 8.3009014E+001, 1.4896153E+002, 8.9511840E+001, 1.8160486E+001, 1.5806388E-002, 1.3810016E+000, 5.6494241E-001, 8.3303268E+001, 3.0836967E+001, 1.9545562E+001, 7.3710488E-003, 6.6462888E-001, 1.0282862E+000, 3.9319956E+001, 3.0009309E+001, 2.0533244E+001, 1.3559059E-003, 1.5379175E-001, 5.1078175E+000, 3.7914824E+001, 2.9223428E+001, 2.0519470E+001, 1.4397897E-003, 1.6091560E-001, 4.8071740E+000, 3.5938267E+001, 2.8831680E+001, 2.0624122E+001, 8.0243953E-004, 1.0678851E-001, 8.5793258E+000, 4.2221771E+001, 2.9281442E+001, 2.0551554E+001, 1.2443933E-003, 1.4432151E-001, 5.5276306E+000
 8.4013416E+001, 1.4415116E+002, 9.4370719E+001, 1.8085035E+001, 1.6265898E-002, 1.4200256E+000, 5.4818688E-001, 8.6095538E+001, 3.0352774E+001, 1.9356081E+001, 8.5250172E-003, 7.6262987E-001, 9.0067893E-001, 4.2921467E+001, 3.0197262E+001, 2.0482068E+001, 1.6675746E-003, 1.8026027E-001, 4.1594118E+000, 3.8205152E+001, 2.9486508E+001, 2.0488998E+001, 1.6253691E-003, 1.7667596E-001, 4.2526275E+000, 3.7031596E+001, 2.9063818E+001, 2.0600206E+001, 9.4809205E-004, 1.1915808E-001, 7.2235954E+000, 4.1588536E+001, 2.9657700E+001, 2.0536984E+001, 1.3331249E-003, 1.5185706E-001, 5.1535499E+000
 8.5023054E+001, 1.5786595E+002, 8.9639384E+001, 1.8075114E+001, 1.6326322E-002, 1.4251571E+000, 5.4091621E-001, 8.7973434E+001, 3.0498501E+001, 1.9434219E+001, 8.0491473E-003, 7.2221652E-001, 9.4601207E-001, 4.1558533E+001, 3.0366358E+001, 2.0433294E+001, 1.9646139E-003, 2.0548639E-001, 3.5258246E+000, 3.8870868E+001, 2.9762706E+001, 2.0465391E+001, 1.7691421E-003, 1.8888591E-001, 3.8987807E+000, 3.7485955E+001, 2.9318081E+001, 2.0589762E+001, 1.0117014E-003, 1.2456011E-001, 6.7550275E+000, 4.4087797E+001, 3.0015315E+001, 2.0517677E+001, 1.4507092E-003, 1.6184293E-001, 4.7272136E+000
 8.6013009E+001, 1.5407462E+002, 9.3494275E+001, 1.7910928E+001, 1.7326242E-002, 1.5100756E+000, 5.1236304E-001, 8.8549148E+001, 3.0538965E+001, 1.9629308E+001, 6.8610237E-003, 6.2131490E-001, 1.0889706E+000, 4.1548608E+001, 3.0550846E+001, 2.0412688E+001, 2.0901116E-003, 2.1614430E-001, 3.3049251E+000, 4.0249670E+001, 3.0067720E+001, 2.0450608E+001, 1.8591716E-003, 1.9653168E-001, 3.7051122E+000, 3.8114253E+001, 2.9579735E+001, 2.0581412E+001, 1.0625534E-003, 1.2887872E-001, 6.4216143E+000, 4.2033395E+001, 3.0377908E+001, 2.0500843E+001, 1.5532327E-003, 1.7054976E-001, 4.4111639E+000
 8.7033785E+001, 1.5444988E+002, 9.1167215E+001, 1.7947270E+001, 1.7104912E-002, 1.4912790E+000, 5.1251530E-001, 9.1732347E+001, 3.0858629E+001, 1.9284273E+001, 8.9623437E-003, 7.9976990E-001, 8.6131188E-001, 4.3954797E+001, 3.0804443E+001, 2.0404391E+001, 2.1406397E-003, 2.2043541E-001, 3.2185682E+000, 4.1183053E+001, 3.0425147E+001, 2.0434476E+001, 1.9574160E-003, 2.0487510E-001, 3.5191615E+000, 3.9944227E+001, 2.9875092E+001, 2.0567591E+001, 1.1467276E-003, 1.3602724E-001, 5.9436229E+000, 4.5582122E+001, 3.0773611E+001, 2.0474634E+001, 1.7128509E-003, 1.8410537E-001, 4.0018111E+000
 8.8001509E+001, 1.5678253E+002, 9.4396905E+001, 1.7975114E+001, 1.6935334E-002, 1.4768776E+000, 5.1332088E-001, 9.4278233E+001, 3.1242678E+001, 1.9356806E+001, 8.5206019E-003, 7.6225490E-001, 8.9085191E-001, 4.5448937E+001, 3.1098985E+001, 2.0379882E+001, 2.2899011E-003, 2.3311146E-001, 3.0079640E+000, 4.1232740E+001, 3.0776024E+001, 2.0408537E+001, 2.1153876E-003, 2.1829087E-001, 3.2578730E+000, 4.1220802E+001, 3.0192962E+001, 2.0552356E+001, 1.2395090E-003, 1.4390671E-001, 5.4920924E+000, 4.7804436E+001, 3.1161444E+001, 2.0418588E+001, 2.0541799E-003, 2.1309279E-001, 3.3577892E+000
 8.9006877E+001, 1.6083438E+002, 9.8766204E+001, 1.7874565E+001, 1.7547698E-002, 1.5288827E+000, 4.9815255E-001, 1.0243805E+002, 3.1502091E+001, 1.9304001E+001, 8.8421938E-003, 7.8956614E-001, 8.5902119E-001, 4.6101792E+001, 3.1391935E+001, 2.0356255E+001, 2.4337982E-003, 2.4533195E-001, 2.8260211E+000, 4.1517875E+001, 3.1126617E+001, 2.0379375E+001, 2.2929922E-003, 2.3337398E-001, 3.0028279E+000, 4.0641853E+001, 3.0540730E+001, 2.0535334E+001, 1.3431743E-003, 1.5271051E-001, 5.0648779E+000, 4.5932435E+001, 3.1627911E+001, 2.0336433E+001, 2.5545127E-003, 2.5558365E-001, 2.7034092E+000
 9.0007800E+001, 1.6357028E+002, 1.0335423E+002, 1.7827902E+001, 1.7831882E-002, 1.5530171E+000, 4.9005758E-001, 1.0499848E+002, 3.2033371E+001, 1.9237441E+001, 9.2475556E-003, 8.2399157E-001, 8.2165976E-001, 4.6929350E+001, 3.1738142E+001, 2.0336068E+001, 2.5567350E-003, 2.5577238E-001, 2.6869393E+000, 4.2431413E+001, 3.1500814E+001, 2.0355880E+001, 2.4360764E-003, 2.4552543E-001, 2.8216917E+000, 4.1086101E+001, 3.0914072E+001, 2.0513197E+001, 1.4779927E-003, 1.6415999E-001, 4.6001989E+000, 4.7573316E+001, 3.2365205E+001, 2.0291532E+001, 2.8279688E-003, 2.7880696E-001, 2.4368601E+000
 9.1028152E+001, 1.6285479E+002, 1.1401104E+002, 1.7769327E+001, 1.8188614E-002, 1.5833127E+000, 4.8202167E-001, 1.0173431E+002, 3.2836821E+001, 1.9233239E+001, 9.2731450E-003, 8.2616476E-001, 8.1718476E-001, 4.7842165E+001, 3.2131814E+001, 2.0297387E+001, 2.7923085E-003, 2.7577850E-001, 2.4610336E+000, 4.4606436E+001, 3.1893127E+001, 2.0336868E+001, 2.5518667E-003, 2.5535894E-001, 2.6888404E+000, 4.1243379E+001, 3.1387884E+001, 2.0482650E+001, 1.6640267E-003, 1.7995896E-001, 4.0856199E+000, 5.0262349E+001, 3.3239501E+001, 2.0277277E+001, 2.9147830E-003, 2.8617967E-001, 2.3596722E+000
 9.2027638E+001, 1.6272852E+002, 1.1830310E+002, 1.7669151E+001, 1.8798702E-002, 1.6351245E+000, 4.6986984E-001, 1.0465739E+002, 3.3712006E+001, 1.9062732E+001, 1.0311561E-002, 9.1435242E-001, 7.4313974E-001, 4.9768279E+001, 3.2513620E+001, 2.0243432E+001, 3.1209078E-003, 3.0368486E-001, 2.2045019E+000, 4.5259046E+001, 3.2437690E+001, 2.0311466E+001, 2.7065657E-003, 2.6849678E-001, 2.5348403E+000, 4.1456883E+001, 3.2007662E+001, 2.0443564E+001, 1.9020676E-003, 2.0017463E-001, 3.5737939E+000, 4.8808858E+001, 3.3738575E+001, 2.0255716E+001, 3.0460963E-003, 2.9733148E-001, 2.2547970E+000
 9.3007933E+001, 1.7467660E+002, 1.1935806E+002, 1.7583235E+001, 1.9321941E-002, 1.6795607E+000, 4.6071193E-001, 1.0637240E+002, 3.4108807E+001, 1.8938402E+001, 1.1068754E-002, 9.7865720E-001, 6.9784462E-001, 5.0695311E+001, 3.2898571E+001, 2.0215977E+001, 3.2881115E-003, 3.1788467E-001, 2.0894624E+000, 4.6446964E+001, 3.3185729E+001, 2.0261781E+001, 3.0091573E-003, 2.9419443E-001, 2.2864987E+000, 4.2473354E+001, 3.2610841E+001, 2.0403503E+001, 2.1460497E-003, 2.2089485E-001, 3.1644006E+000, 4.7848283E+001, 3.3886892E+001, 2.0224447E+001, 3.2365251E-003, 3.1350368E-001, 2.1225007E+000
 9.4023455E+001, 1.6960898E+002, 1.1455344E+002, 1.7358523E+001, 2.0690479E-002, 1.7957840E+000, 4.3452166E-001, 1.1342660E+002, 3.4558918E+001, 1.8712636E+001, 1.2443708E-002, 1.0954254E+000, 6.3050416E-001, 5.0986856E+001, 3.3369102E+001, 2.0227167E+001, 3.2199598E-003, 3.1209687E-001, 2.1286764E+000, 4.7915266E+001, 3.3927591E+001, 2.0194965E+001, 3.4160774E-003, 3.2875220E-001, 2.0184623E+000, 4.4120019E+001, 3.2977512E+001, 2.0383474E+001, 2.2680279E-003, 2.3125388E-001, 2.9868015E+000, 4.8045864E+001, 3.4069137E+001, 2.0179371E+001, 3.5110512E-003, 3.3681786E-001, 1.9581121E+000
 9.5026082E+001, 1.8436618E+002, 1.1258615E+002, 1.7329838E+001, 2.0865171E-002, 1.8106197E+000, 4.2955545E-001, 1.2009757E+002, 3.4896487E+001, 1.8501083E+001, 1.3732100E-002, 1.2048424E+000, 5.7715912E-001, 5.1725627E+001, 3.3896673E+001, 2.0250900E+001, 3.0754227E-003, 2.9982203E-001, 2.2201895E+000, 4.8600295E+001, 3.4516217E+001, 2.0149653E+001, 3.6920339E-003, 3.5218785E-001, 1.8654063E+000, 4.5098953E+001, 3.3157100E+001, 2.0380476E+001, 2.2862842E-003, 2.3280429E-001, 2.9549934E+000, 4.9692587E+001, 3.4323517E+001, 2.0134917E+001, 3.7817783E-003, 3.5980941E-001, 1.8148106E+000
 9.6029267E+001, 1.7343149E+002, 1.1435118E+002, 1.7218346E+001, 2.1544175E-002, 1.8682843E+000, 4.1478250E-001, 1.1545183E+002, 3.5150017E+001, 1.8727573E+001, 1.2352735E-002, 1.0876995E+000, 6.2974930E-001, 5.2699039E+001, 3.4464502E+001, 2.0251272E+001, 3.0731621E-003, 2.9963004E-001, 2.2160226E+000, 4.9125641E+001, 3.4960515E+001, 2.0137728E+001, 3.7646588E-003, 3.5835554E-001, 1.8251080E+000, 4.5852101E+001, 3.3317111E+001, 2.0360414E+001, 2.4084648E-003, 2.4318051E-001, 2.8013157E+000, 5.1261532E+001, 3.4540933E+001, 2.0114847E+001, 3.9040101E-003, 3.7018997E-001, 1.7548523E+000
 9.7016052E+001, 1.7872878E+002, 1.1651546E+002, 1.7083228E+001, 2.2367070E-002, 1.9381688E+000, 3.9976660E-001, 1.1355422E+002, 3.5579322E+001, 1.8905901E+001, 1.1266690E-002, 9.9546698E-001, 6.7912612E-001, 5.4319832E+001, 3.5081792E+001, 2.0237852E+001, 3.1548868E-003, 3.0657054E-001, 2.1562671E+000, 5.0168031E+001, 3.5299692E+001, 2.0128689E+001, 3.8197121E-003, 3.6303095E-001, 1.7947584E+000, 4.6681947E+001, 3.3549643E+001, 2.0324872E+001, 2.6249226E-003, 2.6156323E-001, 2.5690618E+000, 5.2484809E+001, 3.4812151E+001, 2.0078872E+001, 4.1231029E-003, 3.8879647E-001, 1.6624534E+000
 9.8000548E+001, 1.8097200E+002, 1.2086197E+002, 1.6616140E+001, 2.5211709E-002, 2.1797503E+000, 3.7261538E-001, 1.1897397E+002, 3.6308709E+001, 1.8892348E+001, 1.1349229E-002, 1.0024766E+000, 6.7416948E-001, 5.7164178E+001, 3.5735528E+001, 2.0204000E+001, 3.3610532E-003, 3.2407926E-001, 2.0259447E+000, 5.2520207E+001, 3.5578282E+001, 2.0113321E+001, 3.9133039E-003, 3.7097925E-001, 1.7483331E+000, 4.7314572E+001, 3.3961842E+001, 2.0291040E+001, 2.8309683E-003, 2.7906169E-001, 2.3800728E+000, 5.8739183E+001, 3.5104641E+001, 2.0041001E+001, 4.3537434E-003, 4.0838365E-001, 1.5739292E+000
 9.9011972E+001, 1.8844523E+002, 1.2672127E+002, 1.6824922E+001, 2.3940196E-002, 2.0717668E+000, 3.8662294E-001, 1.2237116E+002, 3.6695721E+001, 1.8655861E+001, 1.2789474E-002, 1.1247897E+000, 6.0498299E-001, 5.7558687E+001, 3.6314866E+001, 2.0155495E+001, 3.6564559E-003, 3.4916638E-001, 1.8668207E+000, 5.2988304E+001, 3.5787479E+001, 2.0076458E+001, 4.1378054E-003, 3.9004508E-001, 1.6542616E+000, 4.8453272E+001, 3.4556425E+001, 2.0263497E+001, 2.9987043E-003, 2.9330671E-001, 2.2438198E+000, 5.8292954E+001, 3.5375973E+001, 2.0005118E+001, 4.5722750E-003, 4.2694249E-001, 1.4980789E+000
 1.0001078E+002, 2.0132192E+002, 1.3286281E+002, 1.6479832E+001, 2.6041850E-002, 2.2502502E+000, 3.6535932E-001, 1.1906202E+002, 3.7849449E+001, 1.8730088E+001, 1.2337423E-002, 1.0863992E+000, 6.2116279E-001, 5.7564719E+001, 3.6913409E+001, 2.0085898E+001, 4.0803170E-003, 3.8516287E-001, 1.6777513E+000, 5.4141529E+001, 3.6053381E+001, 2.0020467E+001, 4.4788016E-003, 4.1900425E-001, 1.5310246E+000, 4.9356780E+001, 3.5330210E+001, 2.0248467E+001, 3.0902440E-003, 3.0108073E-001, 2.1734156E+000, 5.4644012E+001, 3.5786527E+001, 1.9970362E+001, 4.7839483E-003, 4.4491888E-001, 1.4291135E+000
