s,C,C,%,%,%,m,C,C,%,%,%,m,C,C,%,%,%,m,C,C,%,%,%,m,C,C,%,%,%,m,C,C,%,%,%,m
Time,"Salon_T_upper","Salon_T_lower","Salon_O2_pct","Salon_CO_pct","Salon_CO2_pct","Salon_visibility_m","Pasillo_T_upper","Pasillo_T_lower","Pasillo_O2_pct","Pasillo_CO_pct","Pasillo_CO2_pct","Pasillo_visibility_m","Dormitorio1_T_upper","Dormitorio1_T_lower","Dormitorio1_O2_pct","Dormitorio1_CO_pct","Dormitorio1_CO2_pct","Dormitorio1_visibility_m","Dormitorio2_T_upper","Dormitorio2_T_lower","Dormitorio2_O2_pct","Dormitorio2_CO_pct","Dormitorio2_CO2_pct","Dormitorio2_visibility_m","Cocina_T_upper","Cocina_T_lower","Cocina_O2_pct","Cocina_CO_pct","Cocina_CO2_pct","Cocina_visibility_m","Bano_T_upper","Bano_T_lower","Bano_O2_pct","Bano_CO_pct","Bano_CO2_pct","Bano_visibility_m"
 2.9062614E+001, 2.8195321E+001, 2.2164548E+001, 2.0659432E+001, 5.8739493E-004, 8.8525807E-002, 1.2685759E+001, 2.0815986E+001, 2.0824571E+001, 2.0755882E+001, 1.1718793E-012, 3.8641183E-002, 3.0000000E+001, 2.0821010E+001, 2.0823310E+001, 2.0755882E+001, 1.5270356E-034, 3.8641183E-002, 3.0000000E+001, 2.0821589E+001, 2.0822489E+001, 2.0755882E+001, 2.5643380E-042, 3.8641183E-002, 3.0000000E+001, 2.0822536E+001, 2.0822694E+001, 2.0755882E+001, 9.8014184E-058, 3.8641183E-002, 3.0000000E+001, 2.0820910E+001, 2.0822645E+001, 2.0755882E+001, 4.5018355E-062, 3.8641183E-002, 3.0000000E+001
 3.0038634E+001, 2.9534256E+001, 2.3868449E+001, 2.0644200E+001, 6.8016577E-004, 9.6404388E-002, 1.1009269E+001, 2.0865420E+001, 2.0880203E+001, 2.0755882E+001, 7.8642473E-012, 3.8641183E-002, 3.0000000E+001, 2.0876062E+001, 2.0878657E+001, 2.0755882E+001, 9.9965590E-034, 3.8641183E-002, 3.0000000E+001, 2.0876772E+001, 2.0877794E+001, 2.0755882E+001, 4.4084575E-041, 3.8641183E-002, 3.0000000E+001, 2.0877761E+001, 2.0878042E+001, 2.0755882E+001, 1.3448388E-056, 3.8641183E-002, 3.0000000E+001, 2.0875990E+001, 2.0877946E+001, 2.0755882E+001, 1.3536424E-060, 3.8641183E-002, 3.0000000E+001
 3.1014654E+001, 3.0881501E+001, 2.4417792E+001, 2.0612747E+001, 8.7171524E-004, 1.1267176E-001, 8.6191453E+000, 2.1317580E+001, 2.0935086E+001, 2.0755882E+001, 5.2745830E-010, 3.8641228E-002, 3.0000000E+001, 2.0930361E+001, 2.0933270E+001, 2.0755882E+001, 6.3351687E-033, 3.8641183E-002, 3.0000000E+001, 2.0931214E+001, 2.0932362E+001, 2.0755882E+001, 5.3588336E-039, 3.8641183E-002, 3.0000000E+001, 2.0932244E+001, 2.0932656E+001, 2.0755882E+001, 1.6116328E-055, 3.8641183E-002, 3.0000000E+001, 2.0930345E+001, 2.0932508E+001, 2.0755882E+001, 3.2820836E-059, 3.8641183E-002, 3.0000000E+001
 3.2053996E+001, 3.2525410E+001, 2.5072563E+001, 2.0586764E+001, 1.0299558E-003, 1.2611037E-001, 7.2988165E+000, 2.3020511E+001, 2.0997153E+001, 2.0755858E+001, 1.4638782E-007, 3.8653615E-002, 3.0000000E+001, 2.0991857E+001, 2.0995124E+001, 2.0755882E+001, 4.3929684E-031, 3.8641183E-002, 3.0000000E+001, 2.0992884E+001, 2.0994168E+001, 2.0755882E+001, 8.3999004E-036, 3.8641183E-002, 3.0000000E+001, 2.0993953E+001, 2.0994514E+001, 2.0755882E+001, 2.0272077E-054, 3.8641183E-002, 3.0000000E+001, 2.0991940E+001, 2.0994305E+001, 2.0755882E+001, 8.6590145E-058, 3.8641183E-002, 3.0000000E+001
 3.3061763E+001, 3.3824008E+001, 2.5420804E+001, 2.0561772E+001, 1.1821614E-003, 1.3903646E-001, 6.3675723E+000, 2.4368584E+001, 2.1066216E+001, 2.0755433E+001, 2.7344345E-006, 3.8873405E-002, 3.0000000E+001, 2.1060406E+001, 2.1064074E+001, 2.0755882E+001, 3.4400824E-029, 3.8641183E-002, 3.0000000E+001, 2.1061633E+001, 2.1063068E+001, 2.0755882E+001, 2.4583904E-032, 3.8641183E-002, 3.0000000E+001, 2.1062743E+001, 2.1063473E+001, 2.0755882E+001, 2.2847117E-053, 3.8641183E-002, 3.0000000E+001, 2.1060642E+001, 2.1063195E+001, 2.0755882E+001, 7.3310803E-055, 3.8641183E-002, 3.0000000E+001
 3.4056092E+001, 3.3674115E+001, 2.4982457E+001, 2.0552635E+001, 1.2378119E-003, 1.4376259E-001, 6.0811357E+000, 2.4718576E+001, 2.1139989E+001, 2.0751201E+001, 2.8506838E-005, 4.1062131E-002, 3.0000000E+001, 2.1133714E+001, 2.1137813E+001, 2.0755882E+001, 7.2700250E-028, 3.8641183E-002, 3.0000000E+001, 2.1135161E+001, 2.1136758E+001, 2.0755882E+001, 2.7309742E-029, 3.8641183E-002, 3.0000000E+001, 2.1136315E+001, 2.1137227E+001, 2.0755882E+001, 2.1866997E-052, 3.8641183E-002, 3.0000000E+001, 2.1134153E+001, 2.1136873E+001, 2.0755882E+001, 7.3324760E-050, 3.8641183E-002, 3.0000000E+001
 3.5049884E+001, 3.3041761E+001, 2.4482650E+001, 2.0551143E+001, 1.2468960E-003, 1.4453406E-001, 6.0345323E+000, 2.4407561E+001, 2.1219200E+001, 2.0744109E+001, 7.1698731E-005, 4.4730211E-002, 3.0000000E+001, 2.1212475E+001, 2.1217041E+001, 2.0755882E+001, 6.2406543E-027, 3.8641183E-002, 3.0000000E+001, 2.1214171E+001, 2.1215936E+001, 2.0755882E+001, 3.6724129E-027, 3.8641183E-002, 3.0000000E+001, 2.1215366E+001, 2.1216474E+001, 2.0755882E+001, 3.1046080E-051, 3.8641183E-002, 3.0000000E+001, 2.1213151E+001, 2.1216039E+001, 2.0755882E+001, 6.4107687E-044, 3.8641183E-002, 3.0000000E+001
 3.6045834E+001, 3.3835402E+001, 2.4747436E+001, 2.0544472E+001, 1.2875241E-003, 1.4798441E-001, 5.8461254E+000, 2.4021751E+001, 2.1303536E+001, 2.0738133E+001, 1.0809388E-004, 4.7821076E-002, 3.0000000E+001, 2.1296326E+001, 2.1301391E+001, 2.0755882E+001, 3.3477648E-026, 3.8641183E-002, 3.0000000E+001, 2.1298287E+001, 2.1300230E+001, 2.0755882E+001, 1.1514275E-025, 3.8641183E-002, 3.0000000E+001, 2.1299523E+001, 2.1300847E+001, 2.0755882E+001, 6.1751904E-049, 3.8641183E-002, 3.0000000E+001, 2.1297249E+001, 2.1300320E+001, 2.0755882E+001, 5.1665903E-038, 3.8641183E-002, 3.0000000E+001
 3.7019652E+001, 3.9753340E+001, 2.5995065E+001, 2.0515487E+001, 1.4640479E-003, 1.6297572E-001, 5.1635211E+000, 2.3821033E+001, 2.1392768E+001, 2.0734116E+001, 1.3256009E-004, 4.9898873E-002, 3.0000000E+001, 2.1385001E+001, 2.1390585E+001, 2.0755882E+001, 1.4263408E-025, 3.8641183E-002, 3.0000000E+001, 2.1387234E+001, 2.1389366E+001, 2.0755882E+001, 1.8276200E-024, 3.8641183E-002, 3.0000000E+001, 2.1388508E+001, 2.1390066E+001, 2.0755882E+001, 3.5183515E-046, 3.8641183E-002, 3.0000000E+001, 2.1386170E+001, 2.1389440E+001, 2.0755882E+001, 1.1283900E-034, 3.8641183E-002, 3.0000000E+001
 3.8058123E+001, 3.9140506E+001, 2.7265883E+001, 2.0469492E+001, 1.7441647E-003, 1.8676470E-001, 4.3576559E+000, 2.3840113E+001, 2.1487182E+001, 2.0732786E+001, 1.4066154E-004, 5.0586891E-002, 3.0000000E+001, 2.1478763E+001, 2.1484920E+001, 2.0755882E+001, 5.1532659E-025, 3.8641183E-002, 3.0000000E+001, 2.1481308E+001, 2.1483631E+001, 2.0755882E+001, 1.2734080E-023, 3.8641183E-002, 3.0000000E+001, 2.1482607E+001, 2.1484427E+001, 2.0755882E+001, 1.6934261E-043, 3.8641183E-002, 3.0000000E+001, 2.1480201E+001, 2.1483688E+001, 2.0755882E+001, 1.9788339E-031, 3.8641183E-002, 3.0000000E+001
 3.9017878E+001, 3.8354043E+001, 2.7671339E+001, 2.0429842E+001, 1.9856384E-003, 2.0727190E-001, 3.8321244E+000, 2.4122267E+001, 2.1587525E+001, 2.0732568E+001, 1.4198783E-004, 5.0699525E-002, 3.0000000E+001, 2.1578411E+001, 2.1585158E+001, 2.0755882E+001, 1.5663062E-024, 3.8641183E-002, 3.0000000E+001, 2.1581275E+001, 2.1583795E+001, 2.0755882E+001, 3.6790996E-023, 3.8641183E-002, 3.0000000E+001, 2.1582599E+001, 2.1584693E+001, 2.0755882E+001, 1.1427533E-041, 3.8641183E-002, 3.0000000E+001, 2.1580121E+001, 2.1583828E+001, 2.0755882E+001, 4.0727236E-029, 3.8641183E-002, 3.0000000E+001
 4.0048144E+001, 4.5198618E+001, 2.8012703E+001, 2.0430246E+001, 1.9831794E-003, 2.0706307E-001, 3.8329899E+000, 2.4606984E+001, 2.1691349E+001, 2.0733068E+001, 1.3894347E-004, 5.0440983E-002, 3.0000000E+001, 2.1681516E+001, 2.1688890E+001, 2.0755882E+001, 4.3636331E-024, 3.8641183E-002, 3.0000000E+001, 2.1684716E+001, 2.1687442E+001, 2.0755882E+001, 9.4439173E-023, 3.8641183E-002, 3.0000000E+001, 2.1686063E+001, 2.1688453E+001, 2.0755882E+001, 1.6353550E-039, 3.8641183E-002, 3.0000000E+001, 2.1683511E+001, 2.1687446E+001, 2.0755882E+001, 1.9622060E-027, 3.8641183E-002, 3.0000000E+001
 4.1034267E+001, 4.2603768E+001, 2.9164782E+001, 2.0430258E+001, 1.9831062E-003, 2.0705685E-001, 3.8299550E+000, 2.4850173E+001, 2.1801953E+001, 2.0734157E+001, 1.3230934E-004, 4.9877578E-002, 3.0000000E+001, 2.1791360E+001, 2.1799401E+001, 2.0755882E+001, 1.1971892E-023, 3.8641183E-002, 3.0000000E+001, 2.1794916E+001, 2.1797854E+001, 2.0755882E+001, 2.6434984E-022, 3.8641183E-002, 3.0000000E+001, 2.1796274E+001, 2.1798989E+001, 2.0755882E+001, 4.0077939E-037, 3.8641183E-002, 3.0000000E+001, 2.1793649E+001, 2.1797825E+001, 2.0755882E+001, 3.0868732E-026, 3.8641183E-002, 3.0000000E+001
 4.2020391E+001, 4.1850914E+001, 3.0488641E+001, 2.0429125E+001, 1.9900026E-003, 2.0764253E-001, 3.8136829E+000, 2.5103521E+001, 2.1915277E+001, 2.0734153E+001, 1.3233513E-004, 4.9879768E-002, 3.0000000E+001, 2.1903879E+001, 2.1912584E+001, 2.0755882E+001, 3.1345744E-023, 3.8641183E-002, 3.0000000E+001, 2.1907772E+001, 2.1910922E+001, 2.0755882E+001, 6.5216027E-022, 3.8641183E-002, 3.0000000E+001, 2.1909130E+001, 2.1912190E+001, 2.0755882E+001, 2.1772436E-035, 3.8641183E-002, 3.0000000E+001, 2.1906435E+001, 2.1910858E+001, 2.0755882E+001, 3.3751469E-025, 3.8641183E-002, 3.0000000E+001
 4.3006514E+001, 4.5092512E+001, 3.2244358E+001, 2.0408048E+001, 2.1183657E-003, 2.1854379E-001, 3.5910309E+000, 2.5546528E+001, 2.2031588E+001, 2.0732759E+001, 1.4082433E-004, 5.0600715E-002, 3.0000000E+001, 2.2019392E+001, 2.2028760E+001, 2.0755882E+001, 7.5299529E-023, 3.8641183E-002, 3.0000000E+001, 2.2023594E+001, 2.2026964E+001, 2.0755882E+001, 1.3765126E-021, 3.8641183E-002, 3.0000000E+001, 2.2024950E+001, 2.2028378E+001, 2.0755882E+001, 4.3500770E-034, 3.8641183E-002, 3.0000000E+001, 2.2022181E+001, 2.2026863E+001, 2.0755882E+001, 2.0690755E-024, 3.8641183E-002, 3.0000000E+001
 4.4019782E+001, 4.6738968E+001, 3.3978769E+001, 2.0346465E+001, 2.4934155E-003, 2.5039496E-001, 3.0755342E+000, 2.5995760E+001, 2.2155628E+001, 2.0730071E+001, 1.5719635E-004, 5.1991112E-002, 3.0000000E+001, 2.2142687E+001, 2.2152705E+001, 2.0755882E+001, 1.7652579E-022, 3.8641183E-002, 3.0000000E+001, 2.2147142E+001, 2.2150746E+001, 2.0755882E+001, 2.6440730E-021, 3.8641183E-002, 3.0000000E+001, 2.2148508E+001, 2.2152325E+001, 2.0755882E+001, 7.1000849E-033, 3.8641183E-002, 3.0000000E+001, 2.2145654E+001, 2.2150607E+001, 2.0755882E+001, 7.0579967E-024, 3.8641183E-002, 3.0000000E+001
 4.5043079E+001, 4.7341963E+001, 3.4759534E+001, 2.0328319E+001, 2.6039334E-003, 2.5978072E-001, 2.9480070E+000, 2.8236789E+001, 2.2286028E+001, 2.0723928E+001, 1.9460413E-004, 5.5167975E-002, 3.0000000E+001, 2.2272287E+001, 2.2283098E+001, 2.0755882E+001, 3.6178821E-022, 3.8641183E-002, 3.0000000E+001, 2.2277064E+001, 2.2280937E+001, 2.0755882E+001, 3.7860914E-021, 3.8641183E-002, 3.0000000E+001, 2.2278480E+001, 2.2282704E+001, 2.0755882E+001, 1.8242475E-031, 3.8641183E-002, 3.0000000E+001, 2.2275524E+001, 2.2280762E+001, 2.0755882E+001, 2.0639704E-023, 3.8641183E-002, 3.0000000E+001
 4.6009214E+001, 4.9583785E+001, 3.5109796E+001, 2.0370527E+001, 2.3468761E-003, 2.3795008E-001, 3.2447247E+000, 2.9616771E+001, 2.2419735E+001, 2.0706020E+001, 3.0367022E-004, 6.4430433E-002, 2.4410532E+001, 2.2404874E+001, 2.2416946E+001, 2.0755882E+001, 7.3743027E-022, 3.8641183E-002, 3.0000000E+001, 2.2410378E+001, 2.2414552E+001, 2.0755882E+001, 7.0629175E-021, 3.8641183E-002, 3.0000000E+001, 2.2411886E+001, 2.2416520E+001, 2.0755882E+001, 3.4916558E-030, 3.8641183E-002, 3.0000000E+001, 2.2408817E+001, 2.2414346E+001, 2.0755882E+001, 5.8095132E-023, 3.8641183E-002, 3.0000000E+001
 4.7004972E+001, 5.3703255E+001, 3.5219812E+001, 2.0346597E+001, 2.4926134E-003, 2.5032684E-001, 3.0614553E+000, 2.9076425E+001, 2.2553621E+001, 2.0685718E+001, 4.2731363E-004, 7.4930873E-002, 1.7178394E+001, 2.2536837E+001, 2.2550967E+001, 2.0755882E+001, 2.3823716E-021, 3.8641183E-002, 3.0000000E+001, 2.2543771E+001, 2.2548306E+001, 2.0755882E+001, 6.2923598E-020, 3.8641183E-002, 3.0000000E+001, 2.2545430E+001, 2.2550484E+001, 2.0755882E+001, 4.8510775E-029, 3.8641183E-002, 3.0000000E+001, 2.2542228E+001, 2.2548071E+001, 2.0755882E+001, 1.5545137E-022, 3.8641183E-002, 3.0000000E+001
 4.8012722E+001, 5.1565689E+001, 3.6047747E+001, 2.0323311E+001, 2.6344283E-003, 2.6237050E-001, 2.8979013E+000, 3.0929702E+001, 2.2693691E+001, 2.0669427E+001, 5.2652743E-004, 8.3356623E-002, 1.3912764E+001, 2.2672977E+001, 2.2691039E+001, 2.0755882E+001, 2.2700607E-020, 3.8641183E-002, 3.0000000E+001, 2.2683115E+001, 2.2688060E+001, 2.0755882E+001, 5.2253033E-018, 3.8641183E-002, 3.0000000E+001, 2.2684977E+001, 2.2690472E+001, 2.0755882E+001, 7.2545767E-028, 3.8641183E-002, 3.0000000E+001, 2.2681598E+001, 2.2687806E+001, 2.0755882E+001, 3.9631917E-022, 3.8641183E-002, 3.0000000E+001
 4.9007053E+001, 5.0930496E+001, 3.6571242E+001, 2.0305235E+001, 2.7445139E-003, 2.7171954E-001, 2.7841802E+000, 3.2013848E+001, 2.2837764E+001, 2.0655588E+001, 6.1080809E-004, 9.0514174E-002, 1.1972976E+001, 2.2805475E+001, 2.2834862E+001, 2.0755882E+001, 2.1081541E-017, 3.8641183E-002, 3.0000000E+001, 2.2826064E+001, 2.2831516E+001, 2.0755882E+001, 5.5592339E-016, 3.8641183E-002, 3.0000000E+001, 2.2828231E+001, 2.2834183E+001, 2.0755882E+001, 9.5573639E-027, 3.8641183E-002, 3.0000000E+001, 2.2824629E+001, 2.2831254E+001, 2.0755882E+001, 9.5904829E-022, 3.8641183E-002, 3.0000000E+001
 5.0045544E+001, 5.8351968E+001, 3.7840001E+001, 2.0264067E+001, 2.9952383E-003, 2.9301236E-001, 2.5629974E+000, 3.0095323E+001, 2.2987849E+001, 2.0661577E+001, 5.7433684E-004, 8.7416846E-002, 1.2728495E+001, 2.2920378E+001, 2.2984543E+001, 2.0755882E+001, 3.3209672E-014, 3.8641183E-002, 3.0000000E+001, 2.2974595E+001, 2.2980782E+001, 2.0755882E+001, 2.8918363E-014, 3.8641183E-002, 3.0000000E+001, 2.2977284E+001, 2.2983725E+001, 2.0755882E+001, 9.4249390E-026, 3.8641183E-002, 3.0000000E+001, 2.2973351E+001, 2.2980517E+001, 2.0755882E+001, 2.6873295E-021, 3.8641183E-002, 3.0000000E+001
 5.1048869E+001, 5.6023350E+001, 3.7931141E+001, 2.0214906E+001, 3.2946316E-003, 3.1843838E-001, 2.3389682E+000, 3.2327136E+001, 2.3141819E+001, 2.0662842E+001, 5.6662968E-004, 8.6762315E-002, 1.2890773E+001, 2.3066305E+001, 2.3138176E+001, 2.0755882E+001, 1.9038127E-011, 3.8641184E-002, 3.0000000E+001, 2.3126390E+001, 2.3133965E+001, 2.0755882E+001, 5.5449842E-013, 3.8641183E-002, 3.0000000E+001, 2.3130246E+001, 2.3137206E+001, 2.0755882E+001, 7.1030678E-025, 3.8641183E-002, 3.0000000E+001, 2.3125194E+001, 2.3133700E+001, 2.0755882E+001, 1.9503212E-020, 3.8641183E-002, 3.0000000E+001
 5.2002028E+001, 5.9862851E+001, 3.3305829E+001, 2.0176795E+001, 3.5267344E-003, 3.3814976E-001, 2.1952295E+000, 3.4146097E+001, 2.3294562E+001, 2.0607551E+001, 9.0335977E-004, 1.1535918E-001, 8.3322523E+000, 2.3724456E+001, 2.3290887E+001, 2.0755882E+001, 3.5067715E-009, 3.8641481E-002, 3.0000000E+001, 2.3273855E+001, 2.3286224E+001, 2.0755882E+001, 4.1238902E-012, 3.8641183E-002, 3.0000000E+001, 2.3282291E+001, 2.3289782E+001, 2.0755882E+001, 4.6602290E-024, 3.8641183E-002, 3.0000000E+001, 2.3274462E+001, 2.3285967E+001, 2.0755882E+001, 4.2382933E-019, 3.8641183E-002, 3.0000000E+001
 5.3041111E+001, 6.1935855E+001, 3.4390430E+001, 2.0032287E+001, 4.4068140E-003, 4.1289068E-001, 1.7910100E+000, 3.7376859E+001, 2.3451322E+001, 2.0562610E+001, 1.1770579E-003, 1.3860305E-001, 6.2442205E+000, 2.4589310E+001, 2.3447673E+001, 2.0755862E+001, 1.2115049E-007, 3.8651472E-002, 3.0000000E+001, 2.3412581E+001, 2.3442537E+001, 2.0755882E+001, 1.6567404E-011, 3.8641184E-002, 3.0000000E+001, 2.3438369E+001, 2.3446467E+001, 2.0755882E+001, 3.7906680E-023, 3.8641183E-002, 3.0000000E+001, 2.3424905E+001, 2.3442301E+001, 2.0755882E+001, 1.1082186E-017, 3.8641183E-002, 3.0000000E+001
 5.4018624E+001, 6.3003715E+001, 4.1446730E+001, 1.9935745E+001, 4.9947730E-003, 4.6282321E-001, 1.5868606E+000, 3.7659651E+001, 2.3615278E+001, 2.0577966E+001, 1.0835405E-003, 1.3066106E-001, 6.7567121E+000, 2.4860933E+001, 2.3611458E+001, 2.0755794E+001, 5.3481725E-007, 3.8686602E-002, 3.0000000E+001, 2.3550485E+001, 2.3605846E+001, 2.0755882E+001, 5.0871284E-011, 3.8641187E-002, 3.0000000E+001, 2.3601372E+001, 2.3610209E+001, 2.0755882E+001, 2.4842878E-022, 3.8641183E-002, 3.0000000E+001, 2.3577144E+001, 2.3605638E+001, 2.0755882E+001, 1.2993634E-016, 3.8641183E-002, 3.0000000E+001
 5.5042685E+001, 6.3293633E+001, 4.4357658E+001, 1.9950664E+001, 4.9039091E-003, 4.5510658E-001, 1.6079796E+000, 3.8940971E+001, 2.3782635E+001, 2.0573563E+001, 1.1103555E-003, 1.3293833E-001, 6.5877749E+000, 2.4730023E+001, 2.3777848E+001, 2.0755705E+001, 1.0798227E-006, 3.8732887E-002, 3.0000000E+001, 2.3748776E+001, 2.3771242E+001, 2.0755882E+001, 2.2618011E-010, 3.8641202E-002, 3.0000000E+001, 2.3766814E+001, 2.3776636E+001, 2.0755882E+001, 1.5433550E-021, 3.8641183E-002, 3.0000000E+001, 2.3717375E+001, 2.3771603E+001, 2.0755882E+001, 9.5625203E-016, 3.8641183E-002, 3.0000000E+001
 5.6020197E+001, 6.7270799E+001, 4.3916942E+001, 1.9976121E+001, 4.7488771E-003, 4.4194046E-001, 1.6536828E+000, 3.9535875E+001, 2.3955798E+001, 2.0570562E+001, 1.1286295E-003, 1.3449025E-001, 6.4740554E+000, 2.4596060E+001, 2.3945639E+001, 2.0755648E+001, 1.4282656E-006, 3.8762479E-002, 3.0000000E+001, 2.4027977E+001, 2.3935512E+001, 2.0755882E+001, 1.2304236E-009, 3.8641287E-002, 3.0000000E+001, 2.3933253E+001, 2.3944530E+001, 2.0755882E+001, 5.3983398E-021, 3.8641183E-002, 3.0000000E+001, 2.3822875E+001, 2.3938728E+001, 2.0755882E+001, 4.3417045E-014, 3.8641183E-002, 3.0000000E+001
 5.7040534E+001, 7.2079400E+001, 4.1861467E+001, 1.9857955E+001, 5.4685251E-003, 5.0305670E-001, 1.4503257E+000, 4.1394623E+001, 2.4148545E+001, 2.0581435E+001, 1.0624122E-003, 1.2886673E-001, 6.8580832E+000, 2.4684621E+001, 2.4118834E+001, 2.0755639E+001, 1.4817875E-006, 3.8767024E-002, 3.0000000E+001, 2.4296621E+001, 2.4101157E+001, 2.0755881E+001, 6.3904106E-009, 3.8641726E-002, 3.0000000E+001, 2.4104269E+001, 2.4117916E+001, 2.0755882E+001, 2.1241792E-020, 3.8641183E-002, 3.0000000E+001, 2.3925589E+001, 2.4108959E+001, 2.0755882E+001, 2.0058779E-011, 3.8641185E-002, 3.0000000E+001
 5.8020255E+001, 6.9159906E+001, 4.5343630E+001, 1.9877644E+001, 5.3486184E-003, 4.9287360E-001, 1.4740600E+000, 4.0271588E+001, 2.4400037E+001, 2.0537881E+001, 1.3276633E-003, 1.5139323E-001, 5.5432331E+000, 2.5116225E+001, 2.4290449E+001, 2.0755642E+001, 1.4613378E-006, 3.8765287E-002, 3.0000000E+001, 2.4523712E+001, 2.4259921E+001, 2.0755879E+001, 2.2211175E-008, 3.8643069E-002, 3.0000000E+001, 2.4270674E+001, 2.4289825E+001, 2.0755882E+001, 1.2256446E-019, 3.8641183E-002, 3.0000000E+001, 2.4592200E+001, 2.4273199E+001, 2.0755881E+001, 8.8943877E-009, 3.8641938E-002, 3.0000000E+001
 5.9032656E+001, 7.3096876E+001, 4.9551931E+001, 1.9877374E+001, 5.3502586E-003, 4.9301289E-001, 1.4700878E+000, 3.9439471E+001, 2.4711431E+001, 2.0472562E+001, 1.7254675E-003, 1.8517684E-001, 4.2740167E+000, 2.5603201E+001, 2.4466174E+001, 2.0755641E+001, 1.4673515E-006, 3.8765798E-002, 3.0000000E+001, 2.4746397E+001, 2.4416472E+001, 2.0755874E+001, 4.7120318E-008, 3.8645184E-002, 3.0000000E+001, 2.4426187E+001, 2.4466032E+001, 2.0755882E+001, 2.0358002E-017, 3.8641183E-002, 3.0000000E+001, 2.6481089E+001, 2.4435208E+001, 2.0755808E+001, 4.4971557E-007, 3.8679375E-002, 3.0000000E+001
 6.0001761E+001, 8.0358722E+001, 4.7060269E+001, 1.9813058E+001, 5.7419573E-003, 5.2627798E-001, 1.3804753E+000, 3.9722357E+001, 2.5025342E+001, 2.0454441E+001, 1.8358290E-003, 1.9454931E-001, 4.0078395E+000, 2.5742488E+001, 2.4642408E+001, 2.0755643E+001, 1.4585704E-006, 3.8765052E-002, 3.0000000E+001, 2.4939293E+001, 2.4569053E+001, 2.0755869E+001, 7.8148104E-008, 3.8647820E-002, 3.0000000E+001, 2.4532028E+001, 2.4643012E+001, 2.0755882E+001, 1.6189943E-014, 3.8641183E-002, 3.0000000E+001, 2.7661753E+001, 2.4590402E+001, 2.0755408E+001, 2.8872408E-006, 3.8886382E-002, 3.0000000E+001
 6.1031117E+001, 8.0227525E+001, 4.7759149E+001, 1.9795606E+001, 5.8482418E-003, 5.3530422E-001, 1.3595655E+000, 4.0476544E+001, 2.5330930E+001, 2.0494215E+001, 1.5935956E-003, 1.7397759E-001, 4.5863773E+000, 2.5790043E+001, 2.4826437E+001, 2.0755656E+001, 1.3805103E-006, 3.8758423E-002, 3.0000000E+001, 2.5125536E+001, 2.4724516E+001, 2.0755863E+001, 1.1442051E-007, 3.8650900E-002, 3.0000000E+001, 2.4602773E+001, 2.4828008E+001, 2.0755882E+001, 1.1680402E-011, 3.8641184E-002, 3.0000000E+001, 2.7132580E+001, 2.4747836E+001, 2.0754395E+001, 9.0599173E-006, 3.9410598E-002, 3.0000000E+001
 6.2039565E+001, 8.6913098E+001, 4.9652835E+001, 1.9720588E+001, 6.3051130E-003, 5.7410409E-001, 1.2765774E+000, 4.2387566E+001, 2.5567167E+001, 2.0479303E+001, 1.6844116E-003, 1.8169015E-001, 4.3423771E+000, 2.5929878E+001, 2.5012450E+001, 2.0755680E+001, 1.2339600E-006, 3.8745977E-002, 3.0000000E+001, 2.5832489E+001, 2.4879136E+001, 2.0755854E+001, 1.7498549E-007, 3.8656043E-002, 3.0000000E+001, 2.5123133E+001, 2.5019186E+001, 2.0755881E+001, 1.0051090E-008, 3.8642036E-002, 3.0000000E+001, 2.6808512E+001, 2.4903797E+001, 2.0753476E+001, 1.4655519E-005, 3.9885806E-002, 3.0000000E+001
 6.3022826E+001, 8.5869456E+001, 5.3019146E+001, 1.9614990E+001, 6.9482239E-003, 6.2872040E-001, 1.1702568E+000, 4.6003020E+001, 2.5731904E+001, 2.0364293E+001, 2.3848415E-003, 2.4117430E-001, 3.1413446E+000, 2.6142913E+001, 2.5185981E+001, 2.0755710E+001, 1.0512905E-006, 3.8730464E-002, 3.0000000E+001, 2.7786139E+001, 2.5025259E+001, 2.0755792E+001, 5.4661209E-007, 3.8687604E-002, 3.0000000E+001, 2.6648992E+001, 2.5209331E+001, 2.0755796E+001, 5.2451848E-007, 3.8685728E-002, 3.0000000E+001, 2.7820249E+001, 2.5038217E+001, 2.0751764E+001, 2.5079319E-005, 4.0771049E-002, 3.0000000E+001
 6.4027606E+001, 9.6324996E+001, 5.8635086E+001, 1.9596495E+001, 7.0608582E-003, 6.3828588E-001, 1.1455848E+000, 4.9089606E+001, 2.5864527E+001, 2.0236158E+001, 3.1652068E-003, 3.0744696E-001, 2.3563345E+000, 2.6360908E+001, 2.5348606E+001, 2.0755728E+001, 9.3781848E-007, 3.8720827E-002, 3.0000000E+001, 2.8361836E+001, 2.5163557E+001, 2.0755538E+001, 2.0937338E-006, 3.8818994E-002, 3.0000000E+001, 2.7831386E+001, 2.5402066E+001, 2.0755419E+001, 2.8194731E-006, 3.8880627E-002, 3.0000000E+001, 3.1156856E+001, 2.5119046E+001, 2.0748084E+001, 4.7489689E-005, 4.2674254E-002, 3.0000000E+001
