Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,CHEM,Total T_USED (s)
    0, 8.595E-01, 6.270E+01, 2.466E+01, 6.735E+01, 1.199E+01, 6.116E+00, 2.761E+01, 6.458E-03, 4.922E+01, 1.725E+01, 2.729E-02, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 2.678E+02
