time_s,room_id,room_name,hrr_kw,temp_upper_c,temp_lower_c,temp_at_0_9m_c,smoke_kg,visibility_m,smoke_layer_m,hot_layer_m,layer_150c_m,overpressure_pa,o2,o2_upper,co_ppm,co_upper_ppm,co2_ppm,hcn_ppm,hcl_ppm,acrolein_ppm,formaldehyde_ppm,fec_irritant,fed,svv_worst_pct,flashover_triggered,flashover_time_s,floor_heat_flux_kw_m2,flashover_q_thomas_kw,flashover_q_mqh_kw,fuel_remaining_MJ,ventilation_response_factor,pyrolysis_kw,burned_hrr_kw,unburned_generation_kw,retained_unburned_MJ,unburned_gas_vol_frac,steam_kg,flame_hrr_target_kw,smolder_hrr_target_kw,pool_release_hrr_target_kw,o2_hrr_factor,fire_smoldering,backdraft_triggered,bud_e_fire_kj,bud_q_rad_kj,bud_q_to_lower_kj,bud_q_to_ambient_kj,bud_q_wall_abs_kj,bud_q_wall_emit_kj,bud_de_upper_kj,bud_q_residual_kj,bud_chi_rad,bud_q_fire_rad_kj
43.0,4,Cocina,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,1,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,3500.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
43.0,5,Bano,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,1,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,400.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
44.0,0,Salon,57.61,53.94,22.15,22.15,0.0118,0.23,1.999,1.997,2.400,0.000,0.20810,0.20386,4,25,562,0.41,0.00,0.0000,0.0000,0.0000,0.0002,0.0,0,-1.0,0.583,0.0,0.0,5998.65,0.0000,91.91,57.61,0.00,0.0000,0.00000,0.0000,91.91,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
44.0,1,Pasillo,0.00,24.80,20.02,20.02,0.0009,10.02,2.246,2.216,2.400,0.000,0.20896,0.20899,0,5,86,0.05,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,800.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
44.0,2,Dormitorio1,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,1,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,3500.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
44.0,3,Dormitorio2,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,2,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,2500.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
44.0,4,Cocina,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,1,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,3500.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
44.0,5,Bano,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,2,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,400.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
45.0,0,Salon,60.85,56.38,22.35,22.35,0.0125,0.22,1.999,1.998,2.400,0.000,0.20802,0.20352,4,27,601,0.44,0.00,0.0000,0.0000,0.0000,0.0002,0.0,0,-1.0,0.600,0.0,0.0,5998.56,0.0000,96.21,60.85,0.00,0.0000,0.00000,0.0000,96.21,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
45.0,1,Pasillo,0.00,25.29,20.04,20.04,0.0011,0.77,2.166,2.149,2.400,0.000,0.20895,0.20899,1,5,106,0.06,0.00,0.0000,0.0000,0.0000,0.0002,0.0,0,-1.0,0.000,0.0,0.0,800.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
45.0,2,Dormitorio1,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,2,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,3500.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
45.0,3,Dormitorio2,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,2,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,2500.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
45.0,4,Cocina,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,1,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,3500.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
45.0,5,Bano,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,2,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,400.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
46.0,0,Salon,64.19,59.00,22.56,22.56,0.0134,0.21,1.999,1.998,2.400,0.000,0.20795,0.20316,4,30,642,0.47,0.00,0.0000,0.0000,0.0000,0.0003,0.0,0,-1.0,0.619,0.0,0.0,5998.46,0.0000,100.61,64.19,0.00,0.0000,0.00000,0.0000,100.61,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
46.0,1,Pasillo,0.00,25.44,20.08,20.08,0.0014,0.80,2.085,2.066,2.400,0.000,0.20894,0.20899,1,5,136,0.08,0.00,0.0000,0.0000,0.0000,0.0002,0.0,0,-1.0,0.000,0.0,0.0,800.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
46.0,2,Dormitorio1,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,2,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,3500.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
46.0,3,Dormitorio2,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,3,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,2500.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
46.0,4,Cocina,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,1,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,3500.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
46.0,5,Bano,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,3,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,400.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
47.0,0,Salon,67.63,61.82,22.79,22.79,0.0142,0.19,1.999,1.999,2.400,0.000,0.20787,0.20278,5,32,686,0.51,0.00,0.0000,0.0000,0.0000,0.0003,0.0,0,-1.0,0.641,0.0,0.0,5998.36,0.0000,105.12,67.63,0.00,0.0000,0.00000,0.0000,105.12,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
47.0,1,Pasillo,0.00,25.61,20.12,20.12,0.0018,0.81,2.002,1.982,2.400,0.000,0.20893,0.20899,1,5,168,0.10,0.00,0.0000,0.0000,0.0000,0.0002,0.0,0,-1.0,0.000,0.0,0.0,800.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
47.0,2,Dormitorio1,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,2,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,3500.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
47.0,3,Dormitorio2,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,4,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,2500.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
47.0,4,Cocina,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,2,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,3500.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
47.0,5,Bano,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,3,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,400.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
48.0,0,Salon,71.17,64.85,23.03,23.03,0.0150,0.18,1.999,1.999,2.400,0.000,0.20779,0.20239,5,35,730,0.54,0.00,0.0000,0.0000,0.0000,0.0003,0.0,0,-1.0,0.664,0.0,0.0,5998.25,0.0000,109.74,71.17,0.00,0.0000,0.00000,0.0000,109.74,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
48.0,1,Pasillo,0.00,27.27,20.18,20.18,0.0017,0.84,2.001,1.988,2.400,0.000,0.20893,0.20899,1,6,160,0.09,0.00,0.0000,0.0000,0.0000,0.0002,0.0,0,-1.0,0.000,0.0,0.0,800.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
48.0,2,Dormitorio1,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,3,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,3500.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
48.0,3,Dormitorio2,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,4,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,2500.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
48.0,4,Cocina,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,2,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,3500.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
48.0,5,Bano,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,4,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,400.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
49.0,0,Salon,74.81,68.04,23.28,23.28,0.0159,0.17,1.999,1.998,2.400,0.000,0.20770,0.20197,5,38,775,0.58,0.00,0.0000,0.0000,0.0000,0.0003,0.0,0,-1.0,0.689,0.0,0.0,5998.14,0.0000,114.46,74.81,0.00,0.0000,0.00000,0.0000,114.46,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
49.0,1,Pasillo,0.00,28.14,20.25,20.25,0.0018,0.81,2.006,1.998,2.400,0.000,0.20892,0.20899,1,6,164,0.10,0.00,0.0000,0.0000,0.0000,0.0002,0.0,0,-1.0,0.000,0.0,0.0,800.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
49.0,2,Dormitorio1,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,4,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,3500.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
49.0,3,Dormitorio2,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,5,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,2500.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
49.0,4,Cocina,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,2,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,3500.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
49.0,5,Bano,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,5,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,400.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
50.0,0,Salon,78.55,71.50,23.55,23.55,0.0167,0.17,1.999,1.998,2.400,0.000,0.20761,0.20154,6,40,820,0.62,0.00,0.0000,0.0000,0.0000,0.0003,0.0,0,-1.0,0.717,0.0,0.0,5998.02,0.0000,119.30,78.55,0.00,0.0000,0.00000,0.0000,119.30,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
50.0,1,Pasillo,0.00,28.98,20.32,20.32,0.0018,0.79,2.001,1.993,2.400,0.000,0.20892,0.20899,1,6,170,0.10,0.00,0.0000,0.0000,0.0000,0.0003,0.0,0,-1.0,0.000,0.0,0.0,800.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
50.0,2,Dormitorio1,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,4,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,3500.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
50.0,3,Dormitorio2,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,6,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,2500.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
50.0,4,Cocina,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,3,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,3500.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
50.0,5,Bano,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,5,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,400.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
51.0,0,Salon,82.40,75.22,23.83,23.83,0.0175,0.16,1.999,1.998,2.400,0.000,0.20751,0.20109,6,43,865,0.65,0.00,0.0000,0.0000,0.0000,0.0003,0.0,0,-1.0,0.749,0.0,0.0,5997.90,0.0000,124.26,82.40,0.00,0.0000,0.00000,0.0000,124.26,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
51.0,1,Pasillo,0.00,30.66,20.40,20.40,0.0018,0.82,2.002,1.992,2.400,0.000,0.20892,0.20899,1,6,163,0.10,0.00,0.0000,0.0000,0.0000,0.0003,0.0,0,-1.0,0.000,0.0,0.0,800.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
51.0,2,Dormitorio1,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,5,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,3500.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
51.0,3,Dormitorio2,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,7,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,2500.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
51.0,4,Cocina,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,3,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,3500.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
51.0,5,Bano,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,6,0.00,0.00,0.0000,0.0000,0.0000,0.0002,100.0,0,-1.0,0.000,0.0,0.0,400.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
52.0,0,Salon,86.34,79.15,24.13,24.13,0.0184,0.15,1.999,1.998,2.400,0.000,0.20741,0.20062,6,46,911,0.69,0.00,0.0000,0.0000,0.0000,0.0003,0.0,0,-1.0,0.783,0.0,0.0,5997.77,0.0000,129.33,86.34,0.00,0.0000,0.00000,0.0000,129.33,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
52.0,1,Pasillo,0.00,31.57,20.49,20.49,0.0018,0.78,2.007,1.998,2.400,0.000,0.20891,0.20899,1,6,168,0.10,0.00,0.0000,0.0000,0.0000,0.0003,0.0,0,-1.0,0.000,0.0,0.0,800.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
52.0,2,Dormitorio1,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,5,0.00,0.00,0.0000,0.0000,0.0000,0.0003,100.0,0,-1.0,0.000,0.0,0.0,3500.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
52.0,3,Dormitorio2,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,8,0.00,0.00,0.0000,0.0000,0.0000,0.0003,100.0,0,-1.0,0.000,0.0,0.0,2500.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
52.0,4,Cocina,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,4,0.00,0.00,0.0000,0.0000,0.0000,0.0003,100.0,0,-1.0,0.000,0.0,0.0,3500.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
52.0,5,Bano,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,7,0.00,0.00,0.0000,0.0000,0.0000,0.0003,100.0,0,-1.0,0.000,0.0,0.0,400.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
53.0,0,Salon,90.40,83.36,24.45,24.45,0.0192,0.14,1.999,1.998,2.400,0.000,0.20731,0.20012,7,49,958,0.73,0.00,0.0000,0.0000,0.0000,0.0003,0.0,0,-1.0,0.821,0.0,0.0,5997.64,0.0000,134.52,90.40,0.00,0.0000,0.00000,0.0000,134.52,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
53.0,1,Pasillo,0.00,32.19,20.59,20.59,0.0019,0.75,2.003,1.996,2.400,0.000,0.20891,0.20899,1,7,177,0.11,0.00,0.0000,0.0000,0.0000,0.0003,0.0,0,-1.0,0.000,0.0,0.0,800.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
53.0,2,Dormitorio1,0.00,20.00,20.00,20.00,0.0000,30.00,2.400,2.400,2.400,0.000,0.20900,0.20900,0,0,6,0.00,0.00,0.0000,0.0000,0.0000,0.0003,100.0,0,-1.0,0.000,0.0,0.0,3500.00,0.0000,0.00,0.00,0.00,0.0000,0.00000,0.0000,0.00,0.00,0.00,1.0000,0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
